test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w0.npy,1,1
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w1000000.npy,3,4
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w10000000.npy,2,4
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w100000000.npy,4,4
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w101000000.npy,4,5
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w102000000.npy,3,3
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w103000000.npy,5,3
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w104000000.npy,4,5
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w105000000.npy,4,5
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w106000000.npy,2,4
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w107000000.npy,2,4
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w108000000.npy,2,4
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w109000000.npy,4,3
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w11000000.npy,6,3
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w110000000.npy,2,4
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w111000000.npy,3,5
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w112000000.npy,6,3
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w113000000.npy,2,4
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w114000000.npy,2,4
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w115000000.npy,4,5
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w116000000.npy,4,6
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w117000000.npy,2,4
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w118000000.npy,6,4
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w119000000.npy,6,3
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w12000000.npy,6,3
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w120000000.npy,3,3
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w121000000.npy,4,2
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w122000000.npy,2,6
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w123000000.npy,3,6
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w124000000.npy,1,1
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w125000000.npy,1,1
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w126000000.npy,4,2
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w127000000.npy,3,6
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w128000000.npy,1,1
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w129000000.npy,2,4
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w13000000.npy,4,3
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w130000000.npy,2,4
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w131000000.npy,2,4
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w132000000.npy,2,4
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w133000000.npy,1,1
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w134000000.npy,4,3
test.bedpe.chr10..norm_SQRTVC.obsOverExp_SQRTVCexpected.bedpe.gz.split.w135000000.npy,3,3
